id,name,latitude,longitude,demand
c241,Can Lluc,41.3781123,2.1653718,2
c242,Sesamo,41.3789496,2.163784,5
c243,Restaurante Hanoi,41.3895258,2.1607458,3
c244,Wow!,41.3912435,2.1575751,2
c245,La Mossegada del Poblenou,41.4012569,2.1966826,4
c246,Arce,41.4027075,2.1977649,1
c247,Indochine,41.3981879,2.1467723,3
c248,Ali,41.3911741,2.1576621,4
c249,Els 'Pollos' de Llull,41.3910559,2.1909419,4
c250,Brasseria La Collita,41.391629,2.1916632,2
c251,La Sanguchería,41.3954987,2.1484037,1
c252,Lonja de Tapas,41.3832994,2.1828533,3
c253,Tapa Tapa,41.3762094,2.1500463,3
c254,Villa del Segre II,41.3820085,2.1476297,2
c255,Abissínia,41.4061411,2.1601816,3
c256,Bodega Joan,41.3917146,2.1555005,1
c257,Restaurant Regàs,41.3995411,2.1508105,5
c258,Unnamed,41.389468,2.1570492,1
c259,Pizzeria Trattoria La Gioconda,41.3826149,2.1524189,4
c260,Dionisio,41.3833862,2.1512066,3
c261,El Pozo,41.3816083,2.1505784,5
c262,Tlaxcal,41.3848871,2.1844705,1
c263,La Bodega,41.4007447,2.1472543,4
c264,Unnamed,41.4337427,2.148479,1
c265,El Rey de la Gamba,41.3773258,2.1886316,3
c266,Asador de Lugo,41.3797623,2.1376748,1
c267,Putxinel·lis,41.3762752,2.1374173,5
c268,The Pink Elephant,41.3841661,2.1582883,5
c269,Can Majó,41.3775229,2.190889,1
c270,Bar del Pi,41.3824922,2.1739624,2
c271,Sopa,41.4023416,2.1952788,2
c272,FRATELLI LA BUFALA,41.4055941,2.1932194,4
c273,El Catacroquet,41.4017897,2.196068,2
c274,Restaurante Huang Qingfang,41.4065574,2.1938192,4
c275,Frankfurt Diagonal,41.4053062,2.1939024,3
c276,A' Cañota,41.415307,2.1820581,2
c277,Alchemika,41.4156421,2.1817807,3
c278,Portobello,41.403492,2.1960854,3
c279,Can Pizza,41.4043344,2.1967134,3
c280,Espress a Té,41.4036263,2.1981913,1
c281,Braseria Julian,41.402733,2.1969736,5
c282,Llacuna,41.4026626,2.1971936,2
c283,Unnamed,41.4027631,2.1988499,5
c284,L'altre Romero,41.4021933,2.1993724,3
c285,3E sushi,41.4045879,2.1958203,2
c286,L'Enxaneta,41.4034953,2.1962008,1
c287,Teatro,41.3752209,2.156807,3
c288,Tierra del fuego,41.4016702,2.2016399,1
c289,Rossini,41.379902,2.1758524,4
c290,Restaurante Aitor,41.4038074,2.1730598,1
c291,El Casal,41.3829782,2.18114,5
c292,Pollo Rico,41.3791045,2.1721976,2
c293,Dionisos,41.3855314,2.1854577,4
c294,La Paradeta,41.386252,2.1839263,5
c295,Cera 23,41.3788541,2.1662433,3
c296,Passadís del Pep,41.382955,2.1825442,2
c297,Rangoli,41.3750955,2.1885746,4
c298,La Taggliatella,41.3750077,2.1885458,1
c299,Makamaka Beach Burger Cafe,41.3757239,2.1885823,3
c300,Jerusalem,41.3758021,2.1880694,1
