id,name,latitude,longitude,demand
c102,Yamazaki,37.3922029,-5.9922734,1
c103,Casa Regina,37.3939691,-5.991381,3
c104,Sur Bar Tapas,37.3933059,-5.9914368,3
c105,Abbasy Doner Kebab,37.3932468,-5.9913222,1
c106,Doña Encarna,37.3921737,-5.9918324,4
c107,Bodeguita Puerta Jerez,37.3828856,-5.993733,2
c108,Restaurante Santo,37.3873474,-5.9925046,2
c109,Kiko de la Chari,37.3902685,-5.9913735,4
c110,El Pintón,37.3878589,-5.9927969,5
c111,Restaurante Robles,37.3877545,-5.9926789,2
c112,Mesón Cinco Jotas,37.3862842,-5.9962103,1
c113,La Isla,37.3853669,-5.9950884,5
c114,Patio San Eloy,37.3929845,-5.9885279,5
c115,Perro Viejo,37.3930076,-5.9930666,4
c116,Restaurante chino,37.3939584,-5.9954524,5
c117,La Chalá,37.3935442,-6.0013525,5
c118,Bacalao,37.3929955,-5.9951041,5
c119,Bar Tino,37.3929379,-5.9952811,4
c120,Bar Nuria,37.3825142,-5.9865165,3
c121,Carlos Baena,37.3841414,-5.9853806,2
c122,Restaurante Alimentari,37.3840987,-5.9846149,1
c123,Blanco Cerrillo,37.4039965,-5.980645,3
c124,Habanita,37.3907454,-5.9913457,3
c125,Gottan Grill Sevilla,37.3892314,-6.0010882,4
c126,Doña Clara,37.35438,-5.9854671,4
c127,Cervecería 100 Montaditos,37.3441369,-5.9768349,4
c128,Ciudad de Pequín,37.388438,-6.0018102,5
c129,Casa Chema,37.4237024,-5.9843263,2
c130,Mesón Serranito,37.3878646,-6.0109721,1
c131,Cafetería Portasevilla,37.4008414,-5.9245009,4
c132,Bar La Tapichuela,37.401519,-5.9247365,2
c133,Bar La Prima Vera,37.4096312,-5.9783838,4
c134,Delantal Negro,37.3966739,-5.9904943,3
c135,Baco,37.3926915,-5.9936805,1
c136,Restaurante La Majorana,37.3643593,-5.9830135,5
c137,Salvador C. Rojo,37.3634798,-5.9827082,5
c138,Abades,37.4225501,-5.9010312,1
c139,Taberna Los Condes,37.3737444,-5.9541548,2
c140,Mesón Casa Pedro II,37.4269602,-5.9759062,3
c141,"Bodeguita ""Ar Sabio""",37.4272444,-5.9767832,5
c142,Mesón Las Torres,37.4271301,-5.9764425,2
c143,Casa Manuela,37.4095311,-6.0072268,5
c144,Lokal,37.3953792,-5.9948364,3
c145,Casa Ricardo,37.3975885,-5.9958717,2
c146,Ricca,37.3847766,-5.9963309,5
c147,Hosteria del Laurel,37.3850729,-5.9896656,5
c148,Strazza Vinos & Tapas,37.4284483,-5.9677622,4
c149,Casa Juan Palomo,37.390079,-5.991404,4
c150,Comedor Universitario Campus Reina Mercedes,37.3588173,-5.9866203,2
c151,Casa Tomate,37.3861148,-5.9903257,4
c152,Taberna Galia,37.3828825,-5.972259,3
c153,Doña Elvira,37.3848499,-5.9903135,5
c154,Restaurante Limón,37.3753672,-5.9733973,4
c155,Restaurante Los Cántaros,37.3756209,-5.9736414,4
c156,Unnamed,37.3759938,-5.9732095,1
c157,Arabesca,37.3819504,-5.9909458,2
c158,Restaurante La Cueva,37.3850349,-5.9906161,4
c159,Restaurante Baco,37.378426,-5.9838661,3
c160,Corral del Agua,37.3844521,-5.9896611,5
c161,Mesón don Raimondo,37.3876524,-5.9922026,1
c162,Quinoa,37.4025741,-6.0090438,3
c163,Módena,37.401236,-6.0094247,2
c164,Da Vinci,37.4025916,-6.0067511,1
c165,Berenice Bristot,37.396208,-5.974479,1
c166,Milonga's,37.383558,-5.9735825,1
c167,Bar Sierra de Aracena,37.4071405,-5.9566476,5
c168,La Pitarra,37.4078201,-5.9546036,3
c169,La Burra,37.4075431,-5.9570399,3
c170,Wass@p,37.4068491,-5.9559612,5
c171,Alboroque,37.3829278,-6.0029109,4
c172,Gibi Tapas,37.3992949,-5.9923078,4
c173,Pisco Tapas,37.3972078,-5.9931448,2
c174,Gallito Alameda,37.3972043,-5.9933187,5
c175,Merkado,37.4029674,-6.008932,5
c176,Mesón Orosierra,37.4120709,-5.959816,5
c177,Pizzeria da Simona,37.3946276,-5.991599,2
c178,Mesón Las 5 bellotas,37.4079831,-5.9165113,2
c179,Doña Encarna,37.3921885,-5.9920477,2
c180,Hotel Maestranza,37.3874424,-5.9961034,3
c181,Casa Plácido,37.3860704,-5.9894636,3
c182,Restaurante Buda,37.4060939,-5.9344888,4
c183,El Manijero,37.388939,-6.0014681,5
c184,Bar-Restaurante Sancho Panza,37.373573,-5.9960069,4
c185,Mesón de Juan,37.3864933,-5.9691009,5
c186,Serranía de Cádiz,37.3729555,-5.9682125,2
c187,El Gallo Negro,37.3861655,-5.9960415,5
c188,Sierra de Huelva,37.3873413,-5.965671,2
c189,Cafeteria Grupo Parqueflores I Fase,37.4138,-5.96587,4
c190,Mike´s Burguer,37.4066092,-5.9726768,1
c191,Parrilla argentina Atahualpa,37.3789692,-6.0008962,3
c192,Tex Mex Aaron,37.3797609,-6.0083278,3
c193,Jaylu,37.3794303,-6.0080549,3
c194,Balbuena y Huertas,37.3812956,-6.0085104,3
c195,El CERO 10,37.3809352,-6.0054439,3
c196,Rinconcete y Cortadillo,37.3839304,-6.0045827,1
c197,Blanca Paloma,37.3830762,-6.005912,2
c198,Familia Chef - Sushi Asia Food,37.3807249,-6.0087213,3
c199,Javier Guardiola - Tapas y Vinos,37.3797272,-6.0082027,1
c200,Jun Yi Bar,37.3792736,-6.0077603,3
c201,Bodega La Pitarra,37.3553595,-5.9880977,2
c202,comedor CSIC Campus Isla de la Cartuja,37.4111184,-6.005981,5
c203,Döner Kebab El Turco,37.3579844,-5.9861208,1
c204,100 Montaditos,37.3586301,-5.9860762,4
c205,Confucio,37.3632329,-5.9858672,1
c206,Cervecería La Farra,37.4024073,-5.9200385,5
c207,Casa de Extremadura,37.387262,-5.9946824,5
c208,Vinacle,37.3876393,-5.9730045,2
c209,La Azotea,37.3890105,-5.9988499,5
c210,La Azotea,37.395875,-5.9956034,4
c211,Favela Brasa,37.3966105,-5.993837,3
c212,AlmaZen,37.3942049,-5.9915391,3
c213,Estrella del Sur,37.3904016,-5.9999815,1
c214,La Brioche,37.3788317,-5.9771476,1
c215,Restaurante Sacristía Sebastián,37.3749337,-6.0027126,2
c216,Sushi Chaki Japonés,37.3746286,-6.0036203,3
c217,Casa Morante,37.3947146,-5.9812848,4
c218,La Cigala Chica,37.3942909,-5.981552,5
c219,Doña Rufina,37.3862555,-5.9904176,5
c220,RAFAEL RUIZ,37.3919235,-5.9825869,3
c221,Poseidon,37.4044331,-5.9559269,5
c222,Cervecería La Roda,37.3948568,-5.9812315,2
c223,La Plazoleta,37.3953787,-5.9908161,1
c224,Panrallao,37.3812801,-5.9714333,3
c225,Churrería y Freiduría Victoria,37.3978286,-5.9937435,1
c226,Bierkraft,37.3979082,-5.9921537,3
c227,Sushi & Brothers,37.3978891,-5.9919526,2
c228,M4 Street Food,37.3977442,-5.9922503,3
c229,La Gitana Loca,37.4018153,-5.9238101,4
c230,Bodeguita Romero,37.3870689,-5.9956598,5
c231,La Cantina de Torneo,37.4280404,-5.9771637,1
c232,l'inspiration,37.3708241,-5.9836316,4
c233,Trattoria Filomena,37.3918338,-5.9797389,4
c234,Domino's Pizza,37.3997436,-5.9844161,4
c235,Taberna Miami,37.3844007,-6.0040001,3
c236,Modesto,37.3857004,-5.9871286,2
c237,Karpanta,37.392469,-5.982147,4
c238,KIMBAP,37.401197,-5.9961646,3
c239,Restaurante Río Grande,37.3808849,-5.9974718,3
c240,Foster Hollywood,37.3866156,-5.9726801,5
c241,La Suculenta,37.3865384,-5.9793178,2
c242,Restaurante Betis 7,37.3850098,-6.0021374,3
c243,Palo Santo,37.3950588,-5.99729,4
c244,Hermanos Ceballos,37.3945768,-5.9201932,4
c245,Casa Marciano,37.3875941,-6.0009678,5
c246,Al Baraka,37.3941292,-5.9917849,4
c247,Puerta Principe,37.3750066,-6.0079913,4
c248,41011 Pura Cervecería,37.3742264,-6.0038657,1
c249,El Panzón Restaurante,37.3753942,-6.004796,5
c250,Gastro Eden,37.3825922,-6.0101359,5
c251,Freiduría Reina Victoria,37.3832723,-6.0022177,5
c252,Cervecería Bar Juanlu,37.3894968,-5.9213313,1
c253,Restaurante Las Bambalinas,37.3893945,-5.9213273,4
c254,Cervecería Bar Arturo,37.406686,-5.9366045,4
c255,Bar La Tomata,37.3779084,-6.0138014,2
c256,Pimentón,37.386328,-5.9954489,1
c257,Casa Remesal,37.3836837,-6.0009683,5
c258,Parrilla Argentina Malambo's,37.3962526,-5.9731595,3
c259,Alqamar Döner Kebab,37.3872836,-5.9760431,5
c260,Bodeguita Blanco Cerrillo,37.3913302,-5.9956002,3
c261,Restaurante Valverde,37.3814531,-6.0077157,1
c262,Antonio Romero,37.3861031,-5.9965694,4
c263,Bodeguita Antonio Romero,37.3856492,-5.9972722,2
c264,Albarale,37.3740071,-5.9765046,4
c265,Uno de Delicias,37.3821263,-5.9955157,2
c266,Shifu Ramen,37.4019628,-5.9942314,4
c267,Cambados,37.3548106,-5.984607,5
c268,Boutique Hotel Holos,37.3551652,-5.9848076,2
c269,Albarama,37.388567,-5.9938457,3
c270,Puracepa - Gastrobar,37.3884392,-5.9938081,2
c271,La Cochera,37.3813276,-6.0091355,3
c272,Tapas y Vinos los Niños del Flor,37.3928518,-5.9850579,4
c273,Petit Comité,37.384592,-5.9966713,1
c274,Arte y Sabor,37.3978965,-5.9934411,2
c275,Ristorante Don Salvatore,37.3652429,-5.9820246,3
c276,Torres y García,37.3874391,-5.9955786,3
c277,Paco-Pepe Bar,37.3893489,-5.9928502,3
c278,Alfalfa 8,37.3904397,-5.9905445,4
c279,Sal Gorda,37.390407,-5.9915336,4
c280,El Coco Verde,37.3979145,-5.989301,4
c281,Parilla de Badulaque,37.3997612,-5.9941155,2
c282,Las Columnas,37.3974184,-5.9944434,3
c283,Al Solito Posto,37.3971946,-5.9944856,5
c284,Mechela,37.3913903,-5.9994874,1
c285,Buentrago,37.3898278,-5.9908913,1
c286,Entre Cárceles,37.3894397,-5.9935227,4
c287,La Dalia,37.3963157,-5.9945642,3
c288,Fargo,37.3909935,-5.9911151,1
c289,Blas Infante,37.3756619,-6.0067329,3
c290,Hostería del Condado,37.4267337,-5.9779836,3
c291,La Gallina Bianca,37.3860947,-5.9869088,3
c292,Kaede,37.3860187,-5.9870149,2
c293,Restaurante Artillería,37.384449,-5.9805404,5
c294,Velouté,37.3846397,-5.978843,1
c295,El Pincho,37.3843433,-5.9785764,1
c296,La Barbarita,37.3835564,-5.975369,3
c297,Mesón Serranito,37.3859351,-5.9968813,3
c298,Hard Rock Cafe,37.3823962,-5.9926664,4
c299,Doña Carmen Restaurante,37.3919776,-5.9966121,2
c300,Macheroni & Co,37.3864356,-5.9954504,4
